context,triplets
The United Nations has adopted a resolution calling for the establishment of a global fund to help developing countries cope with the effects of climate change.,<triplet> fund <subj> cope <obj> enable
"We wo n't tolerate attacks on our drivers , say KZN trucking companies ANA Reporter DURBAN , June 3 ( ANA ) – Trucking companies said on Monday they would not tolerate attacks on their drivers , following the torching of 17 trucks in KwaZulu-Natal at the weekend .",<triplet> the torching of 17 trucks in KwaZulu-Natal at the weekend <subj> Trucking companies said on Monday they would not tolerate attacks on their drivers <obj> cause
The United Nations has imposed a trade embargo on Syria in an effort to prevent the country from destabilizing the region.,<triplet> Embargo <subj> Destabilizing <obj> prevent
"It was a surcharged atmosphere as some lawyers went on an attacking spree without any provocation , identifying visual media personnel .","<triplet> some lawyers went on an attacking spree without any provocation , identifying visual media personnel <subj> It was a surcharged atmosphere <obj> cause"
"Tools being added to the services will let users turn off ""like"" features on individual posts or all of them, according to Mosseri.",<triplet> Tools <subj> turn off <obj> enable
"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev.",<triplet> rushed <subj> hurt <obj> cause
"Kunming railway station attack Three given death penalty over Kunming rail station attack Influenced by religious extremism , trio plotted knife rampage , court says , while a fourth defendant handed life sentence for taking part",<triplet> Kunming rail station attack <subj> Three given death penalty <obj> cause
"Kunming railway station attack Three given death penalty over Kunming rail station attack Influenced by religious extremism , trio plotted knife rampage , court says , while a fourth defendant handed life sentence for taking part",<triplet> Influenced by religious extremism <subj> trio plotted knife rampage <obj> cause
"Kunming railway station attack Three given death penalty over Kunming rail station attack Influenced by religious extremism , trio plotted knife rampage , court says , while a fourth defendant handed life sentence for taking part",<triplet> taking part <subj> a fourth defendant handed life sentence <obj> cause
"20th July 2015 03:05 AM GUWAHATI : In the aftermath of the murder of two Hindi-speaking persons last week by the Paresh Baruah faction of the banned United Liberation Front of Assam ( Ulfa ) , which also threatened to target the community in the coming days , people took out a march here on Sunday to demonstrate their anger against the outfit .",<triplet> the murder of two Hindi-speaking persons last week by the Paresh Baruah faction of the banned United Liberation Front of Assam ( Ulfa ) <subj> people took out a march here on Sunday to demonstrate their anger against the outfit <obj> cause
"20th July 2015 03:05 AM GUWAHATI : In the aftermath of the murder of two Hindi-speaking persons last week by the Paresh Baruah faction of the banned United Liberation Front of Assam ( Ulfa ) , which also threatened to target the community in the coming days , people took out a march here on Sunday to demonstrate their anger against the outfit .",<triplet> to demonstrate their anger against the outfit <subj> people took out a march here on Sunday <obj> cause
"Italy's government said Wednesday it had passed an ""important step"" in negotiations with the European Commission to create a new, leaner airline from its beleaguered Alitalia carrier, Italian media reported.",<triplet> step <subj> airline <obj> enable
"His arrest has sparked widespread protests by students , teachers as well as opposition parties .","<triplet> His arrest <subj> widespread protests by students , teachers as well as opposition parties <obj> cause"
The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.,<triplet> Arms embargo <subj> destabilizing <obj> prevent
"Dismissing the motion against him, he said it contained ""so many absurd things that there is even no sense in answering to all of them"".",<triplet> absurd <subj> answering <obj> prevent
The Maharashtra police apparently did not follow some administrative procedures such as informing the Bihar government when its team went to Bihar to arrest one of the persons accused of vandalising the memorial .,<triplet> accused of vandalising the memorial <subj> its team went to Bihar to arrest one of the persons <obj> cause
The Maharashtra police apparently did not follow some administrative procedures such as informing the Bihar government when its team went to Bihar to arrest one of the persons accused of vandalising the memorial .,<triplet> to arrest one of the persons accused of vandalising the memorial <subj> its team went to Bihar <obj> cause
The European Union has adopted a directive to ensure the free movement of goods and services across its member states.,<triplet> directive <subj> movement <obj> enable
" ,The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",<triplet> passed <subj> increase <obj> intend
",The United Nations has adopted a new resolution to promote gender equality in the workplace.",<triplet> adopted <subj> promote <obj> intend
"The government has implemented a series of measures to prevent the spread of disease, including increased testing and increased access to healthcare.",<triplet> Testing <subj> Spread <obj> prevent
The supplement to the Dow Jones tender offer circular provides additional information to shareholders.,<triplet> supplement <subj> provides <obj> enable
"Apart from these two , one Ariz Khan alias Junaid had been declared a proclaimed offender while Mohd Saif was not made an accused in this case as according to the prosecution , he had surrendered peacefully and did not play any part in the entire incident .","<triplet> according to the prosecution , he had surrendered peacefully and did not play any part in the entire incident <subj> Mohd Saif was not made an accused in this case <obj> cause"
"The government has introduced a new program to provide job training and education services to those who are unemployed, in an effort to reduce long-term unemployment.",<triplet> introduced <subj> reduce <obj> intend
"The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased oversight of labor practices and increased public awareness.",<triplet> Measures <subj> Exploitation <obj> prevent
"The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased monitoring of labor practices.",<triplet> Monitoring <subj> Exploitation <obj> prevent
"On July 16 , one person identified as Mintu Deori was killed during a protest while 20 others , including two Additional SPs , were injured in clashes between police and protesters demanding shifting of proposed AIIMS in Assam from Changsari to Raha .",<triplet> a protest <subj> one person identified as Mintu Deori was killed <obj> cause
"On July 16 , one person identified as Mintu Deori was killed during a protest while 20 others , including two Additional SPs , were injured in clashes between police and protesters demanding shifting of proposed AIIMS in Assam from Changsari to Raha .","<triplet> clashes between police and protesters <subj> 20 others , including two Additional SPs , were injured <obj> cause"
"On July 16 , one person identified as Mintu Deori was killed during a protest while 20 others , including two Additional SPs , were injured in clashes between police and protesters demanding shifting of proposed AIIMS in Assam from Changsari to Raha .",<triplet> demanding shifting of proposed AIIMS in Assam from Changsari to Raha <subj> clashes between police and protesters <obj> cause
The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> Sanctions <subj> developing <obj> prevent
The government passed a law to increase access to healthcare and reduce healthcare costs.,<triplet> passed <subj> reduce <obj> intend
"Forty-four people were killed during strike-related unrest at Lonmin 's platinum mining operations at Marikana , near Rustenburg in North West , last year .",<triplet> strike-related unrest at Lonmin 's platinum mining operations at Marikana <subj> Forty-four people were killed <obj> cause
The government passed a law to protect the rights of indigenous peoples and ensure their access to land and resources.,<triplet> passed <subj> ensure <obj> intend
The European Union has passed a resolution to increase the amount of aid it provides to developing countries.,<triplet> resolution <subj> increase <obj> enable
"30th October 2009 03:51 AM BANGALORE : After several demands to the government , the Campaign Against Child Labour (CACL)—Bangalore Chapter , marched to offices of political parties in the city on Thursday to demand inclusion of child rights in political manifestoes and to address them in the forthcoming BBMP polls .","<triplet> to demand inclusion of child rights in political manifestoes and to address them in the forthcoming BBMP polls <subj> the Campaign Against Child Labour (CACL)—Bangalore Chapter , marched to offices of political parties in the city on Thursday <obj> cause"
Protesters are angry at the police ’ s slow response to the attack in Yuen Long and their pursuit of the case .,<triplet> the police ’ s slow response to the attack in Yuen Long and their pursuit of the case <subj> Protesters are angry <obj> cause
"The United Nations has passed a resolution to end the use of torture and other cruel, inhuman, or degrading treatment or punishment.",<triplet> resolution <subj> end <obj> enable
"Authorities yesterday said they would scrap the 10.4 billion yuan ( HK $ 12.7 billion ) project , the subject of demonstrations by tens of thousands of Shifang residents .",<triplet> the subject of demonstrations by tens of thousands of Shifang residents <subj> they would scrap the 10.4 billion yuan ( HK $ 12.7 billion ) project <obj> cause
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and improve living conditions.",<triplet> increase <subj> improve <obj> intend
"The government has introduced a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services.",<triplet> introduced <subj> ensure <obj> intend
"Oct 8 , 2009 : 17 policemen were killed in an ambush by Maoists at Laheri police station in Gadchiroli district of Maharashtra .",<triplet> an ambush by Maoists at Laheri police station in Gadchiroli district of Maharashtra <subj> 17 policemen were killed <obj> cause
The restaurant operator cited transaction costs from its 1988 recapitalization as a result of a $160 million restructuring of its bank debt.,<triplet> restructuring <subj> cited <obj> cause
"But the surcharged emotions after the release of Srikrishna Committee report made us to boycott exams , ” a student leader agreed .",<triplet> the release of Srikrishna Committee report <subj> the surcharged emotions <obj> cause
"But the surcharged emotions after the release of Srikrishna Committee report made us to boycott exams , ” a student leader agreed .",<triplet> the surcharged emotions <subj> made us to boycott exams <obj> cause
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",<triplet> sold <subj> happy <obj> cause
The announcement resulted in an all-night sit-in protest by 850 workers that ended only with the intervention of the police on Saturday morning .,<triplet> the intervention of the police on Saturday morning <subj> an all-night sit-in protest by 850 workers that ended <obj> cause
The announcement resulted in an all-night sit-in protest by 850 workers that ended only with the intervention of the police on Saturday morning .,<triplet> The announcement <subj> an all-night sit-in protest by 850 workers <obj> cause
"OTHER STATES Seeking their due February 23 , 2010 00:00 IST A A A IN AGITATION MODE : Members of the ’ Pramila Devi Mahila Kalyan Sangha ’ demonstrating in front of the RDC office in Berhampur on Monday against ‘ failure ’ of implementation of NREGA in parts of Ganjam district and non-inclusion of some BPL families in the BPL list .",<triplet> against ‘ failure ’ of implementation of NREGA in parts of Ganjam district and non-inclusion of some BPL families in the BPL list <subj> Members of the ’ Pramila Devi Mahila Kalyan Sangha ’ demonstrating in front of the RDC office in Berhampur on Monday <obj> cause
The European Union has adopted a new policy to reduce the amount of plastic waste in the environment.,<triplet> adopted <subj> reduce <obj> intend
"Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup .",<triplet> security of the NIT campus <subj> replacing Jammu and Kashmir Police by CRPF <obj> cause
"Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup .","<triplet> clashes <subj> the NIT campus , which has been gripped by tension <obj> cause"
"Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup .",<triplet> India 's loss to West Indies in the World T 20 Cup <subj> clashes <obj> cause
"The government passed a law to increase access to financial services, in an effort to reduce poverty.",<triplet> passed <subj> reduce <obj> intend
"Lam called a rare press conference early on Tuesday to condemn the “ extremely violent ” storming of the legislature , which she described as “ heartbreaking and shocking ” .",<triplet> to condemn the “ extremely violent ” storming of the legislature <subj> Lam called a rare press conference early on Tuesday <obj> cause
"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",<triplet> buy <subj> control <obj> intend
"A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it filed with federal antitrust regulators for clearance to buy more than 50% of the stock of Rally's Inc., a fast-food company based in Louisville, Ky.    Rally's operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share. ",<triplet> filed <subj> buy <obj> cause
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",<triplet> moving <subj> keep <obj> cause
"A petition started by a Chinese student demanding an investigation into the case has so far garnered more than 170,000 signatures .",<triplet> demanding an investigation into the case <subj> A petition started by a Chinese student <obj> cause
"""To avoid further interruptions in the service, they chose to leave 'the fork' which prevents the emergency brake from working.""",<triplet> fork <subj> brake <obj> prevent
"They've been given a mandate from Switzerland"" to expand their U.S. chocolate operations. ",<triplet> given <subj> expand <obj> cause
There was a shutdown in various towns in Jammu regions against the incident .,<triplet> against the incident <subj> There was a shutdown in various towns in Jammu regions <obj> cause
"August 10 , 2016 00:00 IST Seven trade unions and employee federations of Central and State governments on Tuesday staged a dharna at the Collector ’ s office protesting dilution of labour laws , allowing FDI from 49 to 100 per cent in defence , railways , insurance , multi brand retail sale , banking sectors .","<triplet> protesting dilution of labour laws , allowing FDI from 49 to 100 per cent in defence , railways , insurance , multi brand retail sale , banking sectors <subj> Seven trade unions and employee federations of Central and State governments on Tuesday staged a dharna at the Collector ’ s office <obj> cause"
"Jagan ’ s indefinite fast was broken on Saturday afternoon , when his condition started deteriorating .",<triplet> his condition started deteriorating <subj> Jagan ’ s indefinite fast was broken on Saturday afternoon <obj> cause
The government passed a new law to protect the rights of women in an effort to promote gender equality.,<triplet> passed <subj> promote <obj> intend
Fasting Jagan denied mulakats 27th August 2013 11:23 AM The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest against state division continued on the second day on Monday .,<triplet> against state division <subj> The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest <obj> cause
Fasting Jagan denied mulakats 27th August 2013 11:23 AM The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest against state division continued on the second day on Monday .,<triplet> protest against state division <subj> The indefinite fast of YSR Congress chief YS Jaganmohan Reddy <obj> cause
"More than 1,200 permanent and 600 casual workers are protesting for their jobs and salaries .","<triplet> their jobs and salaries <subj> More than 1,200 permanent and 600 casual workers are protesting <obj> cause"
He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',<triplet> wanted <subj> crying <obj> cause
",The government passed a law to increase the number of job fairs, in an effort to increase employment opportunities.",<triplet> fairs <subj> employment <obj> intend
"The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat racism.",<triplet> Introducing <subj> Promote <obj> intend
"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public health awareness and improved sanitation.",<triplet> Measures <subj> Spread <obj> prevent
The Senate passed a bill to increase funding for public education.,<triplet> bill <subj> Increase <obj> intend
The Canadian government has announced a new plan to reduce greenhouse gas emissions and combat climate change.,<triplet> plan <subj> reduce <obj> enable
The government passed a law to protect the rights of minorities and ensure equal access to opportunities.,<triplet> passed <subj> ensure <obj> intend
The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities.,<triplet> Embargo <subj> Terrorist <obj> prevent
",The government has implemented a series of reforms to promote foreign investment and attract foreign capital.",<triplet> promote <subj> attract <obj> intend
The Canadian government has announced a new program to help young people gain access to post-secondary education.,<triplet> program <subj> access <obj> enable
"The hike was withdrawn on Wednesday following protests by activists of the Youth Congress , the BJP and the DYFI .","<triplet> protests by activists of the Youth Congress , the BJP and the DYFI <subj> The hike was withdrawn on Wednesday <obj> cause"
The United Nations has established a new international court to prosecute war crimes and crimes against humanity.,<triplet> court <subj> prosecute <obj> enable
"Campaign against Negligence of Girl Child , a non-governmental organisation , and the District Legal Services Authority jointly organised the human chain as part of the worldwide campaign on violence against women from November 25 to December 12 .","<triplet> as part of the worldwide campaign on violence against women from November 25 to December 12 <subj> Campaign against Negligence of Girl Child , a non-governmental organisation , and the District Legal Services Authority jointly organised the human chain <obj> cause"
"Since hitting a record 5.6 per cent in July last year, Japan's jobless rate has been falling steadily after it launched an emergency programme to create 100,000 jobs in October to ease the worsening social effects of high unemployment.",<triplet> launched <subj> falling <obj> cause
"Pu , who took part in the Tiananmen pro-democracy protests in 1989 , was detained for "" picking quarrels and provoking trouble "" , a charge frequently used against activists .","<triplet> "" picking quarrels and provoking trouble "" <subj> Pu , who took part in the Tiananmen pro-democracy protests in 1989 , was detained <obj> cause"
"Pu , who took part in the Tiananmen pro-democracy protests in 1989 , was detained for "" picking quarrels and provoking trouble "" , a charge frequently used against activists .","<triplet> Pu , who took part in the Tiananmen pro-democracy protests in 1989 <subj> was detained for "" picking quarrels and provoking trouble "" <obj> cause"
The government has implemented a series of regulations to prevent companies from engaging in insider trading.,<triplet> Regulations <subj> engaging <obj> prevent
Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.,<triplet> meet <subj> plummeted <obj> cause
The United States has imposed economic sanctions on Cuba in an effort to prevent the country from supporting terrorism.,<triplet> Economic sanctions <subj> Supporting <obj> prevent
"Congress leaders led by Gandhiji , including Rajaji , Jawaharlal Nehru , Sardar Vallabhbhai Patel , Abul Kalam and Jayant Kriplani sat on a hunger strike , demanding the government reassess its priorities , commitment to original principles , ability to link national sovereignty and independence to the truest freedoms of every Indian , including freedom from poverty , hunger , exploitation and slavery .","<triplet> demanding the government reassess its priorities , commitment to original principles , ability to link national sovereignty and independence to the truest freedoms of every Indian , including freedom from poverty , hunger , exploitation and slavery <subj> Congress leaders led by Gandhiji , including Rajaji , Jawaharlal Nehru , Sardar Vallabhbhai Patel , Abul Kalam and Jayant Kriplani sat on a hunger strike <obj> cause"
The United Nations has also passed a resolution condemning the use of chemical weapons in Syria.,<triplet> resolution <subj> condemning <obj> enable
"The government has passed a law to increase access to job training, in an effort to reduce unemployment and promote economic growth.",<triplet> passed <subj> promote <obj> intend
The United Nations has adopted a new resolution that requires all member states to ensure that their armed forces are compliant with international humanitarian law.,<triplet> adopted <subj> ensure <obj> enable
The government passed a law to increase access to financial services in an effort to reduce inequality.,<triplet> increase <subj> reduce <obj> intend
The government passed a law to protect the rights of indigenous peoples.,<triplet> passed <subj> protect <obj> intend
The Sadtu protest was a call for the resignation of Motshekga and her director general Bobby Soobrayan .,<triplet> a call for the resignation of Motshekga and her director general Bobby Soobrayan <subj> The Sadtu protest <obj> cause
"Striking workers will not return to work unless health workers who were fired for taking part in salary protest actions are reinstated , the National Education , Health and Allied Workers Union ( Nehawu ) said in Bloemfontein on Wednesday .",<triplet> health workers who were fired for taking part in salary protest actions are reinstated <subj> Striking workers will not return to work <obj> cause
"A couple of months ago , MC staffers had to retreat after a mob attacked them in Fatehullapur village , Verma told Newsline .","<triplet> a mob attacked them in Fatehullapur village <subj> A couple of months ago , MC staffers had to retreat <obj> cause"
"Rights groups for review of sedition law - Indian Express Express News Service , Express News Service : Jaipur , Sat Jan 01 2011 , 09:27 hrs Civil rights organisations and Left parties on Friday staged a protest rally , demanding review of sedition law , repeal of the controversial Chhattisgarh Special Public Security Act , and unconditional release of Binayak Sen , who was sentenced to life by a trial court on the charges of sedition for ' helping the Maoists ' .","<triplet> demanding review of sedition law , repeal of the controversial Chhattisgarh Special Public Security Act , and unconditional release of Binayak Sen <subj> Civil rights organisations and Left parties on Friday staged a protest rally <obj> cause"
"Rights groups for review of sedition law - Indian Express Express News Service , Express News Service : Jaipur , Sat Jan 01 2011 , 09:27 hrs Civil rights organisations and Left parties on Friday staged a protest rally , demanding review of sedition law , repeal of the controversial Chhattisgarh Special Public Security Act , and unconditional release of Binayak Sen , who was sentenced to life by a trial court on the charges of sedition for ' helping the Maoists ' .","<triplet> on the charges of sedition for ' helping the Maoists ' <subj> Binayak Sen , who was sentenced to life by a trial court <obj> cause"
"WEF Africa 2017 : Zuma ushered away amid questions over May Day fiasco Siobhan Cassidy DURBAN , May 3 ( ANA ) – South African President Jacob Zuma was ushered away by minders on Wednesday as he was bombarded by questions about the fiasco on May Day when a booing crowd had refused to let him speak at a rally in Bloemfontein on Monday .",<triplet> he was bombarded by questions about the fiasco on May Day <subj> South African President Jacob Zuma was ushered away by minders on Wednesday <obj> cause
"WEF Africa 2017 : Zuma ushered away amid questions over May Day fiasco Siobhan Cassidy DURBAN , May 3 ( ANA ) – South African President Jacob Zuma was ushered away by minders on Wednesday as he was bombarded by questions about the fiasco on May Day when a booing crowd had refused to let him speak at a rally in Bloemfontein on Monday .",<triplet> a booing crowd had refused to let him speak at a rally in Bloemfontein on Monday <subj> he was bombarded by questions about the fiasco on May Day <obj> cause
"12 held after group clashes in Surat - Indian Express Express News Service , Express News Service : Surat , Tue Sep 04 2012 , 06:45 hrs The police have arrested 12 people in connection with the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday .",<triplet> the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday <subj> The police have arrested 12 people <obj> cause
The protesters staged the hunger strike in response to a call by the Telangana Joint Action Committee ( T-JAC ) to pressurise the government on the demand for separate Telangana .,<triplet> a call by the Telangana Joint Action Committee ( T-JAC ) to pressurise the government on the demand for separate Telangana <subj> The protesters staged the hunger strike <obj> cause
The protesters staged the hunger strike in response to a call by the Telangana Joint Action Committee ( T-JAC ) to pressurise the government on the demand for separate Telangana .,<triplet> to pressurise the government on the demand for separate Telangana <subj> a call by the Telangana Joint Action Committee ( T-JAC ) <obj> cause
"The government has implemented a series of measures to prevent the illegal trafficking of weapons, including increased border security and increased penalties.",<triplet> Security <subj> Trafficking <obj> prevent
The government passed a law to protect the rights of victims of hate crimes and promote justice.,<triplet> passed <subj> promote <obj> intend
"- Indian Express Press Trust Of India , Press Trust Of India : Jaipur , Sat Dec 24 2011 , 10:18 hrs The medical crisis in Rajasthan due to an indefinite strike by doctors , which has crippled health services and left over a dozen patients dead , deepened on Friday with 5,000 doctors submitting their resignations .","<triplet> 5,000 doctors submitting their resignations <subj> The medical crisis in Rajasthan due to an indefinite strike by doctors , which has crippled health services and left over a dozen patients dead , deepened on Friday <obj> cause"
"- Indian Express Press Trust Of India , Press Trust Of India : Jaipur , Sat Dec 24 2011 , 10:18 hrs The medical crisis in Rajasthan due to an indefinite strike by doctors , which has crippled health services and left over a dozen patients dead , deepened on Friday with 5,000 doctors submitting their resignations .",<triplet> an indefinite strike by doctors <subj> The medical crisis in Rajasthan <obj> cause
"- Indian Express Press Trust Of India , Press Trust Of India : Jaipur , Sat Dec 24 2011 , 10:18 hrs The medical crisis in Rajasthan due to an indefinite strike by doctors , which has crippled health services and left over a dozen patients dead , deepened on Friday with 5,000 doctors submitting their resignations .",<triplet> an indefinite strike by doctors <subj> has crippled health services and <SIG1>left</SIG1> over a dozen patients dead <obj> cause
The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.,<triplet> passed <subj> access <obj> intend
Medicos ' Stir Hits GGH Services 04th January 2012 02:56 AM GUNTUR : The ongoing strike of PG medical students of the Government General Hospital ( GGH ) has hit medical services badly .,<triplet> The ongoing strike of PG medical students of the Government General Hospital ( GGH ) <subj> hit medical services badly <obj> cause
"The government passed a law to increase access to quality education, in an effort to reduce inequality.",<triplet> passed <subj> reduce <obj> intend
The United Nations has called for an immediate end to the conflict in Syria and for all parties to the conflict to engage in negotiations.,<triplet> end <subj> negotiations <obj> enable
The United Nations has also adopted a resolution calling for an end to the use of chemical weapons in Syria.,<triplet> resolution <subj> end <obj> enable
The government has implemented a series of measures to prevent the spread of misinformation.,<triplet> measures <subj> misinformation <obj> prevent
"“ It was a planned attack instigated by the PMK , who are trying to gain political mileage , ” he charged and added that members of a community in 30 villages , spread across political parties , joined the PMK-led assault .",<triplet> gain political mileage <subj> It was a planned attack instigated by the PMK <obj> cause
"Political Prisoners ' Rights Day today 13th September 2013 08:33 AM The Committee for the Release of Political Prisoners ( CRPP ) is observing September 13 as Political Prisoners Rights Day , commemorating the sacrifice of Shaheed Jitin Das and organising a memorial programme for Maoist idealogue Ganti Prasadam , in Hyderabad on the occasion .","<triplet> The Committee for the Release of Political Prisoners ( CRPP ) is observing September 13 as Political Prisoners Rights Day <subj> commemorating the sacrifice of Shaheed Jitin Das and organising a memorial programme for Maoist idealogue Ganti Prasadam , in Hyderabad on the occasion <obj> cause"
The United Nations Security Council passed a resolution condemning the occupation of Kuwait and demanding the immediate withdrawal of Iraqi forces.,<triplet> passed <subj> condemning <obj> intend
"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.",<triplet> passed <subj> reduce <obj> intend
The president has declared a state of emergency in response to the recent outbreak of violence in the region.,<triplet> declared <subj> emergency <obj> intend
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",<triplet> sale <subj> took <obj> cause
"The European Union has sought to create a unified energy policy, with the goal of creating a single set of energy sources.",<triplet> create <subj> creating <obj> enable
"The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and improved accountability.",<triplet> Transparency <subj> Corruption <obj> prevent
The government passed a law to increase access to mental health services in an effort to reduce crime.,<triplet> passed <subj> reduce <obj> intend
The windshields of several government and private buses and an ambulance were damaged in the stone-pelting incident .,<triplet> the stone-pelting incident <subj> The windshields of several government and private buses and an ambulance were damaged <obj> cause
The government introduced a new law to protect the rights of Indigenous peoples in an effort to recognize their sovereignty.,<triplet> introduced <subj> recognize <obj> intend
The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,<triplet> initiatives <subj> promote <obj> enable
Attempts Karimnagar Staff Reporter adds : The district police foiled the attempts made by the TRS and pro-Telangana activists to proceed and participate in ‘ Million March ' in Hyderabad on Thursday with their arrests on various routes proceeding to the capital .,<triplet> their arrests on various routes proceeding to the capital <subj> The district police foiled the attempts made by the TRS and pro-Telangana activists to proceed and participate in ‘ Million March ' in Hyderabad on Thursday <obj> cause
Attempts Karimnagar Staff Reporter adds : The district police foiled the attempts made by the TRS and pro-Telangana activists to proceed and participate in ‘ Million March ' in Hyderabad on Thursday with their arrests on various routes proceeding to the capital .,<triplet> to proceed and participate in ‘ Million March ' in Hyderabad on Thursday <subj> the attempts made by the TRS and pro-Telangana activists <obj> cause
Ehrenreich and the Rail Commuters ' Action Group were outside Parliament 's main entrance on Sunday to protest against Metro Rail 's poor safety record .,<triplet> to protest against Metro Rail 's poor safety record <subj> Ehrenreich and the Rail Commuters ' Action Group were outside Parliament 's main entrance on Sunday <obj> cause
"' He refused a two million ( HK $ 2.34 million ) yuan bribe and pretty girls offered by authorities who wanted him to stop petitioning , ' said another villager .",<triplet> who wanted him to stop petitioning <subj> a two million ( HK $ 2.34 million ) yuan bribe and pretty girls offered by authorities <obj> cause
"' He refused a two million ( HK $ 2.34 million ) yuan bribe and pretty girls offered by authorities who wanted him to stop petitioning , ' said another villager .",<triplet> authorities who wanted him to stop petitioning <subj> a two million ( HK $ 2.34 million ) yuan bribe and pretty girls offered <obj> cause
"While an official ceremony took place at the Hong Kong Convention and Exhibition Centre to mark the 22nd anniversary of the return of sovereignty from Britain to China , tensions spiked once more in the financial hub after hundreds of mainly young , masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares , some deploying metal and plastic barriers to block the way .",<triplet> to mark the 22nd anniversary of the return of sovereignty from Britain to China <subj> an official ceremony took place at the Hong Kong Convention and Exhibition Centre <obj> cause
"While an official ceremony took place at the Hong Kong Convention and Exhibition Centre to mark the 22nd anniversary of the return of sovereignty from Britain to China , tensions spiked once more in the financial hub after hundreds of mainly young , masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares , some deploying metal and plastic barriers to block the way .","<triplet> hundreds of mainly young , masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares <subj> tensions spiked once more in the financial hub <obj> cause"
"While an official ceremony took place at the Hong Kong Convention and Exhibition Centre to mark the 22nd anniversary of the return of sovereignty from Britain to China , tensions spiked once more in the financial hub after hundreds of mainly young , masked protesters mostly in black wearing hard hats and goggles seized three key thoroughfares , some deploying metal and plastic barriers to block the way .",<triplet> to block the way <subj> some deploying metal and plastic barriers <obj> cause
The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.,<triplet> introduced <subj> ensure <obj> intend
"Without naming Railway Minister Mamata Banerjee , who recently organised a controversial rally in Lalgarh , Mr. Agarwal wanted to know whether the government would take action against “ influential ” people who were openly supporting the Maoists .",<triplet> against “ influential ” people who were openly supporting the Maoists <subj> the government would take action <obj> cause
"Police had issued several warnings through the evening and appeared to be gearing up for violent clashes , but had left the protesters largely unhindered in their efforts even as the group tore up the inside of the building .",<triplet> violent clashes <subj> Police had issued several warnings through the evening and appeared to be gearing up <obj> cause
"Police had issued several warnings through the evening and appeared to be gearing up for violent clashes , but had left the protesters largely unhindered in their efforts even as the group tore up the inside of the building .",<triplet> the group tore up the inside of the building <subj> had left the protesters largely unhindered in their efforts <obj> cause
"The government is introducing a new law to protect the rights of victims of sexual assault, in an effort to ensure their safety and access to justice.",<triplet> protect <subj> ensure <obj> intend
